Desidero visualizzare tutti i miei dati sulla frequenza.	richiestaStatsFreqTot
Potresti mostrarmi tutte le mie misurazioni della pressione?	richiestaStatsPressTot
Vorrei rivedere i dati più recenti sulla pressione che ho inserito.	richiestaStatsPressRece
Vorrei dare un’occhiata all’ultima lettura della frequenza cardiaca che ho inserito.	richiestaStatsFreqRece
Ho appena misurato la mia frequenza cardiaca e il valore è 72 bpm.	inserDatiFreq
Potrei vedere le ultime misurazioni della frequenza che ho registrato nell’ultimo mese?	richiestaStatsFreqMens
Frequenza cardiaca in arrivo... X bpm.	inserDatiFreq
Ho appena controllato e la mia frequenza cardiaca è di 69 bpm.	inserDatiFreq
Mi sento un po' strano, quali sono i miei dati più recenti?	richiestaStatsGenerRece
Potresti mostrarmi tutte le mie letture che hai registrato?	richiestaStatsGenerTotale
Hai mai visitato la Costa Amalfitana?	FuoriCont
Mi piacerebbe aggiornare il mio registro sanitario con le mie ultime letture della pressione arteriosa.	richiestaInsDati
Potrei vedere le misurazioni che ho registrato nell’ultima settimana?	richiestaStatsGenerSett
Vorrei vedere le letture della frequenza cardiaca che ho registrato nell’ultimo mese.	richiestaStatsFreqMens
La mia frequenza cardiaca al momento è 120	inserDatiFreq
Potresti mostrarmi la mia ultima misurazione della frequenza cardiaca?	richiestaStatsFreqRece
Mi piacerebbe esaminare tutte le letture che ho registrato.	richiestaStatsGenerTotale
Mi piacerebbe controllare le ultime letture della pressione che ho registrato.	richiestaStatsPressRece
Faccio esercizio fisico regolarmente, almeno 30 minuti al giorno.	inserDatiGener
Qual è l'andamento dei miei dati nella settimana	richiestaStatsGenerSett
Ultimo dato inserito sulla frequenza 	richiestaStatsFreqRece
Vorrei dare un’occhiata alle misurazioni che ho fatto nell’ultimo mese.	richiestaStatsGenerMens
